shipment_id,inspection_status,defect_type
7046,Pass,None
7047,Pass,Late Arrival
7048,Pass,Damaged Item
7049,Pass,Damaged Item
7050,Pass,None
7051,Pass,Packaging
7052,Pass,Late Arrival
7053,Pass,None
7054,Pass,None
7055,Pass,None
7056,Pass,None
7057,Pass,Damaged Item
7058,Fail,Packaging
7059,Pass,Damaged Item
7060,Pass,None
7061,Pass,None
7062,Pass,Late Arrival
7063,Pass,Late Arrival
7064,Pass,Late Arrival
7065,Pass,Late Arrival
7066,Pass,Packaging
7067,Pass,Packaging
7068,Pass,None
7069,Pass,Packaging
7070,Pass,Damaged Item
7071,Pass,Damaged Item
7072,Pass,Damaged Item
7073,Pass,Late Arrival
7074,Pass,Damaged Item
7075,Pass,Late Arrival
7076,Fail,Packaging
7077,Pass,Packaging
7078,Pass,Damaged Item
7079,Pass,None
7080,Pass,Late Arrival
7081,Pass,None
7082,Pass,None
7083,Pass,Late Arrival
7084,Pass,Damaged Item
7085,Pass,Packaging
7086,Pass,None
7087,Pass,Packaging
7088,Pass,Damaged Item
7089,Pass,Damaged Item
7090,Pass,None
7091,Pass,Packaging
7092,Pass,Late Arrival
7093,Pass,Packaging
7094,Pass,Damaged Item
7095,Pass,None
7096,Pass,None
7097,Pass,Packaging
7098,Pass,Late Arrival
7099,Pass,Late Arrival
7100,Pass,None
7101,Pass,None
7102,Pass,Damaged Item
7103,Pass,Late Arrival
7104,Fail,Damaged Item
7105,Pass,Damaged Item
7106,Pass,None
7107,Pass,Late Arrival
7108,Pass,None
7109,Pass,Late Arrival
7110,Pass,None
7111,Pass,Late Arrival
7112,Pass,Damaged Item
7113,Fail,Damaged Item
7114,Pass,Damaged Item
7115,Pass,Packaging
7116,Pass,Late Arrival
7117,Pass,Late Arrival
7118,Fail,Packaging
7119,Pass,Packaging
7120,Pass,Packaging
7121,Pass,Late Arrival
7122,Pass,None
7123,Pass,Damaged Item
7124,Pass,None
7125,Pass,Packaging
7126,Pass,None
7127,Pass,Packaging
7128,Fail,Late Arrival
7129,Pass,None
7130,Pass,Packaging
7131,Pass,Late Arrival
7132,Pass,None
7133,Pass,Damaged Item
7134,Pass,Damaged Item
7135,Pass,Late Arrival
7136,Pass,Late Arrival
7137,Pass,Damaged Item
7138,Pass,Damaged Item
7139,Pass,Packaging
7140,Pass,Late Arrival
7141,Pass,Late Arrival
7142,Pass,None
7143,Fail,Late Arrival
7144,Pass,None
7145,Pass,None
7146,Pass,Damaged Item
7147,Fail,None
7148,Pass,Late Arrival
7149,Pass,Damaged Item
7150,Pass,Packaging
7151,Pass,Packaging
7152,Pass,Damaged Item
7153,Pass,Late Arrival
7154,Pass,None
7155,Pass,Packaging
7156,Pass,Late Arrival
7157,Pass,Late Arrival
7158,Pass,Late Arrival
7159,Pass,Damaged Item
7160,Pass,None
7161,Pass,Late Arrival
7162,Pass,None
7163,Pass,Packaging
7164,Pass,Late Arrival
7165,Pass,None
7166,Pass,Damaged Item
7167,Pass,Late Arrival
7168,Pass,Damaged Item
7169,Pass,None
7170,Pass,Damaged Item
7171,Pass,Damaged Item
7172,Pass,None
7173,Pass,Packaging
7174,Pass,Packaging
7175,Pass,None
7176,Pass,Late Arrival
7177,Pass,None
7178,Pass,Damaged Item
7179,Pass,Damaged Item
7180,Pass,Damaged Item
7181,Pass,None
7182,Pass,None
7183,Pass,None
7184,Pass,Packaging
7185,Pass,Damaged Item
7186,Pass,Late Arrival
7187,Pass,None
7188,Pass,Damaged Item
7189,Pass,Late Arrival
7190,Pass,None
7191,Fail,Packaging
7192,Pass,Late Arrival
7193,Pass,None
7194,Fail,Packaging
7195,Pass,Late Arrival
7196,Pass,Packaging
7197,Pass,Damaged Item
7198,Pass,Packaging
7199,Pass,Late Arrival
7200,Pass,Packaging
7201,Pass,None
7202,Pass,Damaged Item
7203,Pass,Late Arrival
7204,Fail,Packaging
7205,Pass,None
7206,Pass,None
7207,Pass,None
7208,Pass,Late Arrival
7209,Pass,Packaging
7210,Pass,None
7211,Pass,Packaging
7212,Fail,None
7213,Pass,None
7214,Pass,Late Arrival
7215,Pass,None
7216,Pass,Damaged Item
7217,Pass,Packaging
7218,Pass,Late Arrival
7219,Fail,Packaging
7220,Pass,Late Arrival
7221,Pass,Late Arrival
7222,Pass,Late Arrival
7223,Fail,Late Arrival
7224,Pass,Late Arrival
7225,Pass,None
7226,Pass,Damaged Item
7227,Pass,None
7228,Pass,Late Arrival
7229,Pass,Packaging
7230,Pass,Damaged Item
7231,Pass,Damaged Item
7232,Pass,Late Arrival
7233,Pass,Packaging
7234,Pass,Packaging
7235,Pass,Late Arrival
7236,Pass,Packaging
7237,Pass,Packaging
7238,Fail,Damaged Item
7239,Pass,Late Arrival
7240,Pass,Packaging
7241,Pass,Damaged Item
7242,Pass,Late Arrival
7243,Pass,Late Arrival
7244,Pass,Packaging
7245,Pass,None
7246,Fail,None
7247,Pass,None
7248,Pass,None
7249,Pass,Packaging
7250,Pass,None
7251,Pass,Packaging
7252,Pass,Damaged Item
7253,Pass,Packaging
7254,Pass,Packaging
7255,Pass,Late Arrival
7256,Pass,Late Arrival
7257,Pass,Late Arrival
7258,Pass,None
7259,Pass,None
7260,Pass,None
7261,Pass,Late Arrival
7262,Pass,Damaged Item
7263,Pass,Late Arrival
7264,Pass,None
7265,Pass,Packaging
7266,Pass,Late Arrival
7267,Pass,Packaging
7268,Pass,Late Arrival
7269,Pass,Late Arrival
7270,Pass,Damaged Item
7271,Pass,None
7272,Pass,Late Arrival
7273,Pass,Late Arrival
7274,Pass,Packaging
7275,Pass,Damaged Item
7276,Pass,None
7277,Pass,None
7278,Pass,Damaged Item
7279,Pass,Packaging
7280,Pass,Packaging
7281,Pass,Late Arrival
7282,Pass,None
7283,Pass,Late Arrival
7284,Pass,None
7285,Pass,Packaging
7286,Pass,None
7287,Pass,Damaged Item
7288,Pass,Damaged Item
7289,Pass,Packaging
7290,Pass,Late Arrival
7291,Pass,Late Arrival
7292,Pass,Late Arrival
7293,Pass,Late Arrival
7294,Pass,Late Arrival
7295,Pass,Damaged Item
7296,Pass,Packaging
7297,Pass,None
7298,Pass,None
7299,Pass,Packaging
7300,Pass,None
7301,Pass,Late Arrival
7302,Pass,Damaged Item
7303,Pass,Packaging
7304,Pass,Late Arrival
7305,Pass,None
7306,Fail,Damaged Item
7307,Pass,Packaging
7308,Pass,Late Arrival
7309,Pass,Packaging
7310,Pass,None
7311,Pass,Late Arrival
7312,Pass,None
7313,Pass,None
7314,Pass,Packaging
7315,Fail,Late Arrival
7316,Pass,Late Arrival
7317,Pass,Late Arrival
7318,Pass,Late Arrival
7319,Pass,Packaging
7320,Pass,Late Arrival
7321,Pass,None
7322,Pass,None
7323,Pass,None
7324,Pass,Packaging
7325,Pass,Late Arrival
7326,Pass,Packaging
7327,Pass,Damaged Item
7328,Pass,None
7329,Pass,Packaging
7330,Pass,Packaging
7331,Pass,Damaged Item
7332,Pass,Late Arrival
7333,Pass,Damaged Item
7334,Pass,Late Arrival
7335,Pass,Packaging
7336,Pass,None
7337,Pass,Late Arrival
7338,Pass,Late Arrival
7339,Pass,None
7340,Pass,Packaging
7341,Pass,Late Arrival
7342,Pass,Late Arrival
7343,Pass,Packaging
7344,Pass,Late Arrival
7345,Fail,Late Arrival
7346,Pass,Late Arrival
7347,Pass,Late Arrival
7348,Pass,Packaging
7349,Pass,Damaged Item
7350,Pass,Packaging
7351,Pass,Packaging
7352,Pass,Damaged Item
7353,Pass,Damaged Item
7354,Pass,None
7355,Pass,None
7356,Pass,Late Arrival
7357,Pass,Packaging
7358,Pass,Late Arrival
7359,Pass,Damaged Item
7360,Pass,Packaging
7361,Pass,Late Arrival
7362,Pass,None
7363,Fail,Packaging
7364,Fail,None
7365,Pass,Damaged Item
7366,Pass,Late Arrival
7367,Pass,None
7368,Pass,None
7369,Pass,Damaged Item
7370,Pass,Packaging
7371,Pass,None
7372,Pass,Damaged Item
7373,Pass,Damaged Item
7374,Pass,Damaged Item
7375,Pass,Late Arrival
7376,Pass,Packaging
7377,Pass,Late Arrival
7378,Pass,Packaging
7379,Pass,Damaged Item
7380,Pass,Packaging
7381,Pass,Damaged Item
7382,Fail,Packaging
7383,Pass,Late Arrival
7384,Pass,Damaged Item
7385,Pass,None
7386,Pass,None
7387,Pass,Packaging
7388,Fail,Late Arrival
7389,Pass,None
7390,Pass,Packaging
7391,Pass,None
7392,Pass,Packaging
7393,Pass,None
7394,Pass,None
7395,Pass,None
7396,Pass,Packaging
7397,Pass,Late Arrival
7398,Pass,Damaged Item
7399,Pass,None
7400,Pass,Late Arrival
7401,Pass,Packaging
7402,Pass,Damaged Item
7403,Pass,Packaging
7404,Pass,None
7405,Pass,None
7406,Pass,Late Arrival
7407,Pass,Late Arrival
7408,Pass,Late Arrival
7409,Pass,Packaging
7410,Pass,Packaging
7411,Pass,None
7412,Pass,Packaging
7413,Pass,Damaged Item
7414,Pass,Damaged Item
7415,Pass,Packaging
7416,Pass,Damaged Item
7417,Pass,Damaged Item
7418,Pass,Late Arrival
7419,Pass,Late Arrival
7420,Pass,Damaged Item
7421,Pass,Packaging
7422,Pass,Damaged Item
7423,Pass,Damaged Item
7424,Pass,Late Arrival
7425,Pass,Damaged Item
7426,Fail,Late Arrival
7427,Pass,None
7428,Pass,Damaged Item
7429,Pass,Packaging
7430,Pass,Damaged Item
7431,Pass,Packaging
7432,Pass,Damaged Item
7433,Pass,None
7434,Pass,None
7435,Pass,Damaged Item
7436,Pass,Damaged Item
7437,Pass,Packaging
7438,Pass,None
7439,Pass,Packaging
7440,Pass,None
7441,Pass,Packaging
7442,Pass,Packaging
7443,Pass,Late Arrival
7444,Pass,Packaging
7445,Pass,None
7446,Pass,None
7447,Pass,Packaging
7448,Pass,None
7449,Pass,Late Arrival
7450,Pass,Packaging
7451,Pass,Damaged Item
7452,Pass,None
7453,Pass,Damaged Item
7454,Pass,Damaged Item
7455,Pass,Late Arrival
7456,Pass,Packaging
7457,Pass,Late Arrival
7458,Pass,None
7459,Pass,Packaging
7460,Pass,None
7461,Pass,Damaged Item
7462,Pass,Packaging
7463,Pass,Late Arrival
7464,Pass,Damaged Item
7465,Pass,Damaged Item
7466,Pass,Late Arrival
7467,Pass,Late Arrival
7468,Pass,Packaging
7469,Pass,Damaged Item
7470,Pass,Damaged Item
7471,Pass,Damaged Item
7472,Pass,Packaging
7473,Pass,Damaged Item
7474,Pass,Packaging
7475,Pass,None
7476,Pass,Damaged Item
7477,Pass,Damaged Item
7478,Pass,Packaging
7479,Pass,Late Arrival
7480,Fail,Packaging
7481,Pass,None
7482,Pass,Damaged Item
7483,Pass,Packaging
7484,Pass,Packaging
7485,Pass,Damaged Item
7486,Pass,Late Arrival
7487,Pass,Packaging
7488,Pass,None
7489,Pass,Late Arrival
7490,Pass,Late Arrival
7491,Pass,None
7492,Pass,None
7493,Pass,Late Arrival
7494,Pass,Late Arrival
7495,Pass,Damaged Item
7496,Pass,Late Arrival
7497,Pass,None
7498,Pass,None
7499,Pass,Damaged Item
7500,Pass,Packaging
7501,Pass,None
7502,Pass,None
7503,Pass,Late Arrival
7504,Pass,Packaging
7505,Pass,Packaging
7506,Pass,Late Arrival
7507,Pass,Packaging
7508,Pass,Packaging
7509,Pass,None
7510,Pass,None
7511,Fail,Packaging
7512,Pass,Damaged Item
7513,Pass,Packaging
7514,Pass,Damaged Item
7515,Pass,Packaging
7516,Pass,Damaged Item
7517,Pass,Late Arrival
7518,Pass,Late Arrival
7519,Pass,None
7520,Pass,Packaging
7521,Pass,None
7522,Pass,Late Arrival
7523,Pass,None
7524,Pass,None
7525,Pass,Packaging
7526,Pass,Damaged Item
7527,Fail,None
7528,Pass,Late Arrival
7529,Pass,Damaged Item
7530,Pass,Damaged Item
7531,Pass,Packaging
7532,Pass,Late Arrival
7533,Pass,Late Arrival
7534,Pass,Late Arrival
7535,Fail,Damaged Item
7536,Pass,Damaged Item
7537,Fail,Damaged Item
7538,Pass,Late Arrival
7539,Pass,Late Arrival
7540,Pass,None
7541,Pass,Late Arrival
7542,Pass,Damaged Item
7543,Pass,None
7544,Pass,Packaging
7545,Pass,None
7546,Pass,None
7547,Pass,Damaged Item
7548,Pass,Packaging
7549,Pass,Damaged Item
7550,Pass,Late Arrival
7551,Pass,Damaged Item
7552,Pass,Late Arrival
7553,Pass,Packaging
7554,Pass,Late Arrival
7555,Pass,Packaging
7556,Pass,Late Arrival
7557,Pass,Packaging
7558,Pass,Damaged Item
7559,Fail,Packaging
7560,Pass,None
7561,Pass,Damaged Item
7562,Pass,None
7563,Pass,Packaging
7564,Pass,Packaging
7565,Pass,Damaged Item
7566,Pass,Late Arrival
7567,Pass,Damaged Item
7568,Pass,Damaged Item
7569,Pass,None
7570,Pass,Late Arrival
7571,Pass,None
7572,Pass,Packaging
7573,Pass,Packaging
7574,Pass,Packaging
7575,Pass,Packaging
7576,Pass,Late Arrival
7577,Fail,None
7578,Pass,Damaged Item
7579,Pass,Late Arrival
7580,Pass,Late Arrival
7581,Pass,Damaged Item
7582,Fail,None
7583,Pass,None
7584,Pass,Packaging
7585,Pass,Late Arrival
7586,Pass,None
7587,Pass,Packaging
7588,Fail,Packaging
7589,Pass,Late Arrival
7590,Pass,Packaging
7591,Pass,Packaging
7592,Pass,Packaging
7593,Pass,None
7594,Pass,Damaged Item
7595,Pass,Packaging
7596,Pass,Packaging
7597,Pass,Packaging
7598,Pass,None
7599,Pass,Late Arrival
7600,Pass,Late Arrival
7601,Pass,None
7602,Pass,Packaging
7603,Pass,None
7604,Pass,Late Arrival
7605,Pass,None
7606,Pass,None
7607,Pass,Packaging
7608,Pass,None
7609,Pass,Packaging
7610,Pass,Damaged Item
7611,Pass,Late Arrival
7612,Pass,Late Arrival
7613,Pass,Damaged Item
7614,Pass,Late Arrival
7615,Pass,Late Arrival
7616,Pass,Damaged Item
7617,Pass,Late Arrival
7618,Pass,Late Arrival
7619,Pass,None
7620,Pass,Packaging
7621,Pass,Late Arrival
7622,Pass,Late Arrival
7623,Pass,Damaged Item
7624,Pass,Damaged Item
7625,Pass,Damaged Item
7626,Pass,None
7627,Pass,Packaging
7628,Pass,Damaged Item
7629,Pass,None
7630,Pass,None
7631,Pass,Late Arrival
7632,Pass,Damaged Item
7633,Pass,None
7634,Pass,Packaging
7635,Pass,Late Arrival
7636,Pass,Damaged Item
7637,Pass,None
7638,Pass,Packaging
7639,Pass,None
7640,Pass,None
7641,Pass,Damaged Item
7642,Pass,Packaging
7643,Pass,Late Arrival
7644,Pass,Packaging
7645,Pass,None
7646,Pass,Packaging
7647,Pass,Late Arrival
7648,Pass,Packaging
7649,Pass,None
7650,Pass,None
7651,Pass,Damaged Item
7652,Pass,Late Arrival
7653,Pass,Damaged Item
7654,Pass,Damaged Item
7655,Pass,Packaging
7656,Pass,Damaged Item
7657,Pass,Late Arrival
7658,Pass,Late Arrival
7659,Fail,None
7660,Pass,Packaging
7661,Pass,None
7662,Pass,None
7663,Pass,Packaging
7664,Pass,Damaged Item
7665,Pass,Packaging
7666,Pass,None
7667,Pass,None
7668,Pass,Damaged Item
7669,Pass,Damaged Item
7670,Pass,None
7671,Pass,Late Arrival
7672,Fail,None
7673,Pass,None
7674,Pass,None
7675,Pass,Damaged Item
7676,Pass,None
7677,Pass,Late Arrival
7678,Pass,Packaging
7679,Fail,None
7680,Pass,Damaged Item
7681,Pass,None
7682,Pass,None
7683,Pass,Late Arrival
7684,Pass,Late Arrival
7685,Pass,Late Arrival
7686,Pass,Damaged Item
7687,Pass,Packaging
7688,Pass,Damaged Item
7689,Pass,Late Arrival
7690,Pass,Late Arrival
7691,Pass,Late Arrival
7692,Pass,Late Arrival
7693,Pass,Damaged Item
7694,Pass,Packaging
7695,Pass,None
7696,Pass,Late Arrival
7697,Pass,Late Arrival
7698,Pass,Late Arrival
7699,Pass,Damaged Item
7700,Pass,Late Arrival
7701,Pass,Late Arrival
7702,Pass,Damaged Item
7703,Pass,None
7704,Pass,Late Arrival
7705,Pass,Damaged Item
7706,Pass,Late Arrival
7707,Pass,Late Arrival
7708,Pass,None
7709,Pass,None
7710,Pass,Damaged Item
7711,Pass,Damaged Item
7712,Pass,Packaging
7713,Pass,Damaged Item
7714,Pass,None
7715,Fail,None
7716,Pass,Packaging
7717,Pass,Late Arrival
7718,Pass,None
7719,Pass,Packaging
7720,Pass,Late Arrival
7721,Pass,None
7722,Pass,Late Arrival
7723,Pass,Damaged Item
7724,Pass,Damaged Item
7725,Pass,Packaging
7726,Pass,Packaging
7727,Pass,Late Arrival
7728,Pass,Packaging
7729,Pass,Packaging
7730,Pass,Packaging
7731,Pass,Packaging
7732,Pass,None
7733,Pass,Late Arrival
7734,Pass,Packaging
7735,Pass,Late Arrival
7736,Pass,Damaged Item
7737,Pass,Late Arrival
7738,Pass,None
7739,Pass,Late Arrival
7740,Pass,Damaged Item
7741,Pass,None
7742,Pass,Packaging
7743,Pass,Damaged Item
7744,Pass,Packaging
7745,Pass,Late Arrival
7746,Pass,None
7747,Pass,None
7748,Pass,Damaged Item
7749,Pass,None
7750,Pass,Packaging
7751,Pass,Packaging
7752,Pass,Late Arrival
7753,Pass,Late Arrival
7754,Pass,Late Arrival
7755,Pass,Damaged Item
7756,Pass,Late Arrival
7757,Pass,None
7758,Pass,Packaging
7759,Pass,Packaging
7760,Pass,Packaging
7761,Pass,Damaged Item
7762,Pass,Damaged Item
7763,Pass,Packaging
7764,Pass,Late Arrival
7765,Pass,Damaged Item
7766,Pass,Damaged Item
7767,Fail,Damaged Item
7768,Pass,Late Arrival
7769,Pass,Packaging
7770,Pass,Late Arrival
7771,Pass,Late Arrival
7772,Pass,Late Arrival
7773,Pass,Late Arrival
7774,Pass,None
7775,Pass,Damaged Item
7776,Pass,Damaged Item
7777,Pass,Packaging
7778,Pass,None
7779,Pass,Late Arrival
7780,Pass,Damaged Item
7781,Pass,None
7782,Pass,Damaged Item
7783,Pass,Packaging
7784,Pass,Packaging
7785,Pass,Late Arrival
7786,Pass,Packaging
7787,Pass,None
7788,Pass,Packaging
7789,Pass,Late Arrival
7790,Pass,Damaged Item
7791,Pass,None
7792,Pass,Damaged Item
7793,Pass,Packaging
7794,Pass,Packaging
7795,Pass,Packaging
7796,Pass,Packaging
7797,Pass,Packaging
7798,Pass,Damaged Item
7799,Pass,Damaged Item
7800,Pass,Late Arrival
7801,Pass,Packaging
7802,Pass,None
7803,Pass,Damaged Item
7804,Pass,Packaging
7805,Pass,Packaging
7806,Pass,Damaged Item
7807,Pass,Packaging
7808,Pass,None
7809,Pass,Late Arrival
7810,Pass,None
7811,Pass,Late Arrival
7812,Pass,Late Arrival
7813,Pass,Packaging
7814,Pass,None
7815,Pass,Late Arrival
7816,Pass,Damaged Item
7817,Pass,Damaged Item
7818,Pass,Late Arrival
7819,Pass,None
7820,Pass,Damaged Item
7821,Pass,None
7822,Pass,None
7823,Pass,Damaged Item
7824,Pass,Late Arrival
7825,Pass,Damaged Item
7826,Pass,None
7827,Pass,Late Arrival
7828,Pass,None
7829,Pass,Late Arrival
7830,Pass,Packaging
7831,Pass,Packaging
7832,Pass,Late Arrival
7833,Fail,Packaging
7834,Fail,None
7835,Pass,Late Arrival
7836,Pass,Damaged Item
7837,Pass,None
7838,Pass,None
7839,Pass,Late Arrival
7840,Pass,None
7841,Pass,Damaged Item
7842,Pass,Packaging
7843,Pass,Packaging
7844,Pass,Damaged Item
7845,Fail,Late Arrival
7846,Fail,Late Arrival
7847,Pass,Late Arrival
7848,Pass,None
7849,Pass,Late Arrival
7850,Pass,Damaged Item
7851,Pass,Late Arrival
7852,Pass,None
7853,Pass,None
7854,Pass,Damaged Item
7855,Pass,Late Arrival
7856,Pass,None
7857,Pass,Damaged Item
7858,Pass,Late Arrival
7859,Pass,Late Arrival
7860,Pass,Packaging
7861,Pass,Damaged Item
7862,Pass,None
7863,Fail,None
7864,Pass,Packaging
7865,Pass,Late Arrival
7866,Pass,Late Arrival
7867,Pass,Damaged Item
7868,Pass,Packaging
7869,Pass,Damaged Item
7870,Pass,Packaging
7871,Pass,Late Arrival
7872,Pass,None
7873,Pass,Damaged Item
7874,Pass,Late Arrival
7875,Pass,None
7876,Pass,Packaging
7877,Pass,Damaged Item
7878,Pass,Packaging
7879,Pass,Late Arrival
7880,Pass,Damaged Item
7881,Pass,None
7882,Pass,None
7883,Pass,Late Arrival
7884,Pass,Damaged Item
7885,Pass,Late Arrival
7886,Pass,Damaged Item
7887,Pass,Late Arrival
7888,Pass,Late Arrival
7889,Pass,Packaging
7890,Pass,None
7891,Pass,Packaging
7892,Pass,Damaged Item
7893,Pass,Damaged Item
7894,Pass,Damaged Item
7895,Pass,None
7896,Pass,Packaging
7897,Pass,Damaged Item
7898,Pass,Packaging
7899,Pass,None
7900,Pass,Packaging
7901,Pass,Late Arrival
7902,Pass,None
7903,Pass,Packaging
7904,Pass,Damaged Item
7905,Pass,Damaged Item
7906,Pass,None
7907,Pass,Late Arrival
7908,Pass,Packaging
7909,Pass,Damaged Item
7910,Pass,Late Arrival
7911,Pass,Damaged Item
7912,Pass,Packaging
7913,Pass,Packaging
7914,Pass,None
7915,Pass,None
7916,Pass,Packaging
7917,Pass,Late Arrival
7918,Fail,Packaging
7919,Pass,None
7920,Fail,Damaged Item
7921,Pass,None
7922,Pass,Packaging
7923,Pass,Damaged Item
7924,Pass,None
7925,Pass,Damaged Item
7926,Pass,None
7927,Pass,None
7928,Pass,Damaged Item
7929,Pass,Late Arrival
7930,Pass,Late Arrival
7931,Pass,None
7932,Pass,Late Arrival
7933,Pass,Late Arrival
7934,Fail,Damaged Item
7935,Fail,Late Arrival
7936,Pass,Packaging
7937,Pass,Late Arrival
7938,Pass,Damaged Item
7939,Pass,Late Arrival
7940,Pass,Packaging
7941,Fail,Packaging
7942,Pass,None
7943,Pass,None
7944,Pass,None
7945,Pass,Late Arrival
7946,Pass,None
7947,Pass,Packaging
7948,Pass,Packaging
7949,Pass,Packaging
7950,Pass,Damaged Item
7951,Pass,Damaged Item
7952,Pass,Packaging
7953,Pass,Damaged Item
7954,Pass,Damaged Item
7955,Pass,None
7956,Pass,Late Arrival
7957,Pass,Damaged Item
7958,Pass,None
7959,Pass,None
7960,Pass,Damaged Item
7961,Pass,Late Arrival
7962,Pass,None
7963,Pass,Packaging
7964,Pass,Damaged Item
7965,Pass,None
7966,Pass,None
7967,Pass,Damaged Item
7968,Pass,Late Arrival
7969,Pass,Packaging
7970,Pass,None
7971,Pass,Damaged Item
7972,Pass,Packaging
7973,Pass,None
7974,Pass,Packaging
7975,Pass,Late Arrival
7976,Pass,Packaging
7977,Pass,Late Arrival
7978,Pass,None
7979,Pass,Packaging
7980,Pass,Late Arrival
7981,Pass,Packaging
7982,Pass,None
7983,Pass,None
7984,Pass,None
7985,Pass,Packaging
7986,Pass,None
7987,Pass,Damaged Item
7988,Pass,Damaged Item
7989,Pass,Packaging
7990,Pass,None
7991,Pass,Late Arrival
7992,Pass,Packaging
7993,Pass,Damaged Item
7994,Pass,Damaged Item
7995,Pass,Late Arrival
7996,Pass,Late Arrival
7997,Pass,Late Arrival
7998,Pass,None
7999,Pass,None
8000,Pass,None
8001,Pass,Damaged Item
8002,Pass,Late Arrival
8003,Pass,Damaged Item
8004,Pass,Late Arrival
8005,Pass,Packaging
8006,Pass,Late Arrival
8007,Pass,Late Arrival
8008,Pass,Late Arrival
8009,Pass,None
8010,Pass,None
8011,Pass,Packaging
8012,Pass,Damaged Item
8013,Pass,Damaged Item
8014,Pass,Damaged Item
8015,Pass,None
8016,Pass,None
8017,Pass,None
8018,Fail,Damaged Item
8019,Pass,None
8020,Pass,Packaging
8021,Pass,Damaged Item
8022,Pass,Late Arrival
8023,Pass,None
8024,Pass,Late Arrival
8025,Pass,Packaging
8026,Pass,None
8027,Pass,None
8028,Pass,Damaged Item
8029,Pass,None
8030,Pass,Damaged Item
8031,Pass,None
8032,Pass,Packaging
8033,Pass,None
8034,Pass,Damaged Item
8035,Pass,None
8036,Pass,Late Arrival
8037,Pass,Packaging
8038,Pass,Damaged Item
8039,Fail,Damaged Item
8040,Pass,Damaged Item
8041,Pass,Packaging
8042,Pass,Damaged Item
8043,Pass,Packaging
8044,Pass,Damaged Item
8045,Pass,Damaged Item
8046,Pass,Damaged Item
8047,Pass,None
8048,Pass,None
8049,Pass,None
8050,Pass,Packaging
8051,Pass,None
8052,Pass,Damaged Item
8053,Pass,Damaged Item
8054,Pass,Damaged Item
8055,Pass,None
8056,Pass,Packaging
8057,Pass,Damaged Item
8058,Pass,None
8059,Pass,Late Arrival
8060,Pass,Late Arrival
8061,Pass,None
8062,Pass,Packaging
8063,Pass,Damaged Item
8064,Pass,None
8065,Pass,None
8066,Pass,Late Arrival
8067,Pass,Packaging
8068,Pass,Damaged Item
8069,Pass,None
8070,Pass,Late Arrival
8071,Pass,None
8072,Pass,Damaged Item
8073,Pass,Packaging
8074,Pass,Late Arrival
8075,Pass,Damaged Item
8076,Pass,Damaged Item
8077,Pass,None
8078,Pass,Late Arrival
8079,Pass,Late Arrival
8080,Pass,None
8081,Pass,Damaged Item
8082,Fail,Damaged Item
8083,Pass,Packaging
8084,Pass,None
8085,Pass,Damaged Item
8086,Pass,Damaged Item
8087,Pass,Late Arrival
8088,Pass,Late Arrival
8089,Pass,None
8090,Pass,Late Arrival
8091,Pass,None
8092,Pass,Damaged Item
8093,Pass,Late Arrival
8094,Pass,Damaged Item
8095,Fail,None
8096,Pass,None
8097,Pass,Damaged Item
8098,Pass,Packaging
8099,Pass,None
8100,Pass,Packaging
8101,Pass,Packaging
8102,Pass,Packaging
8103,Pass,None
8104,Fail,Packaging
8105,Pass,Damaged Item
8106,Pass,Packaging
8107,Pass,None
8108,Pass,None
8109,Pass,Late Arrival
8110,Pass,Damaged Item
8111,Pass,Late Arrival
8112,Pass,None
8113,Pass,None
8114,Pass,Damaged Item
8115,Pass,Packaging
8116,Pass,Late Arrival
8117,Pass,None
8118,Pass,Late Arrival
8119,Pass,Damaged Item
8120,Pass,Damaged Item
8121,Pass,Late Arrival
8122,Pass,Packaging
8123,Pass,None
8124,Pass,Late Arrival
8125,Pass,Late Arrival
8126,Pass,None
8127,Pass,Damaged Item
8128,Pass,None
8129,Pass,None
8130,Pass,None
8131,Pass,Packaging
8132,Pass,Damaged Item
8133,Pass,Damaged Item
8134,Pass,Damaged Item
8135,Pass,None
8136,Pass,Damaged Item
8137,Pass,Packaging
8138,Pass,Damaged Item
8139,Pass,None
8140,Pass,Damaged Item
8141,Pass,Late Arrival
8142,Pass,Packaging
8143,Pass,Damaged Item
8144,Pass,Late Arrival
8145,Pass,Late Arrival
8146,Pass,Packaging
8147,Pass,None
8148,Pass,Packaging
8149,Pass,Packaging
8150,Pass,Late Arrival
8151,Pass,None
8152,Pass,Packaging
8153,Pass,Damaged Item
8154,Pass,Late Arrival
8155,Pass,None
8156,Pass,Late Arrival
8157,Pass,None
8158,Pass,Damaged Item
8159,Pass,Damaged Item
8160,Fail,Damaged Item
8161,Pass,Packaging
8162,Pass,Late Arrival
8163,Pass,Packaging
8164,Pass,Damaged Item
8165,Fail,Damaged Item
8166,Pass,Packaging
8167,Pass,Damaged Item
8168,Pass,Packaging
8169,Pass,Packaging
8170,Pass,Damaged Item
8171,Pass,None
8172,Pass,Late Arrival
8173,Pass,Packaging
8174,Pass,None
8175,Pass,Late Arrival
8176,Pass,Packaging
8177,Pass,Packaging
8178,Fail,Damaged Item
8179,Pass,None
8180,Pass,Packaging
8181,Pass,None
8182,Pass,Packaging
8183,Pass,Damaged Item
8184,Pass,None
8185,Pass,None
8186,Pass,None
8187,Pass,Damaged Item
8188,Fail,Packaging
8189,Pass,Late Arrival
8190,Fail,Late Arrival
8191,Pass,Packaging
